tweet_id,created_at,author_id,clean_text,response_tweet_id,in_response_to_tweet_id,cluster
1752931,Thu Oct 19 22:00:06 +0000 2017,333636,"<USER> Hi, on my laptop its only 1 year old and have sky fiber max internet",1752932,899917.0,8
2312907,Thu Oct 19 22:20:03 +0000 2017,558424,<USER> Appreciate it.,,2312906.0,8
1261975,Thu Oct 26 10:35:26 +0000 2017,415609,<USER> thx !! :),1261974,1261976.0,8
1739272,Tue Nov 07 19:31:35 +0000 2017,524914,<USER> Tack!,,1739271.0,8
2035977,Tue Nov 07 20:18:41 +0000 2017,601931,<USER> It's sorted now! Sorry!,2035979,2035976.0,8
1769550,Tue Nov 07 20:42:34 +0000 2017,532011,<USER> will it ever be available again?,1769548,1769553.0,8
1764105,Tue Nov 07 22:33:49 +0000 2017,530695,"<USER> I just want to explore the sonic cosmos, why you gotta do me like this",1764107,1764104.0,8
2388063,Tue Nov 14 07:55:38 +0000 2017,688103,<USER> Hi! My account is set in Italy!,2388062,2388064.0,8
2404001,Tue Nov 14 14:29:09 +0000 2017,291313,<USER> Lies. I've been seeing this response of yours since ages. You have a huge loyalist base in India guys. You have no idea!,"2404000,2404002",2404003.0,8
1973075,Tue Nov 14 18:58:32 +0000 2017,584385,<USER> everything I've sent is what I feel is the most important out of what you have currently available on spotify. I would love it very much if all of it could be followed,,1973074.0,8
2442007,Tue Nov 14 23:23:35 +0000 2017,372505,"<USER> And its doing this on all albums, various artists. I have already restarted my phone & logged in & out numerous times.",,2442006.0,8
2752826,Tue Nov 21 03:59:49 +0000 2017,770623,<USER> No pending updates.,2752827,2752823.0,8
863686,Tue Nov 21 14:54:48 +0000 2017,325107,<USER> Still nothing! 😪😟,863687,863685.0,8
510558,Tue Nov 21 21:31:49 +0000 2017,237305,"<USER> Maybe I will try to delete it again when I get home, reboot the phone and reinstall. Will let you know.",510557,510559.0,8
2864074,Tue Nov 28 00:02:20 +0000 2017,795554,"<USER> Yup that's what I did right after, looks like it solved the issue! Thx for the follow up 👌",2864076,2864073.0,8
2905931,Tue Nov 28 20:52:11 +0000 2017,804704,<USER> Done! Sent!,,2905930.0,8
2912402,Tue Nov 28 22:10:32 +0000 2017,719570,<USER> Portugal,2912401,2912403.0,8
244623,Tue Oct 03 09:58:20 +0000 2017,174113,<USER> Tried both and no change,244621,244627.0,8
418214,Tue Oct 10 04:18:29 +0000 2017,214781,"<USER> I used facebook to sign in before and now when I try logging in, it doesn't let me sign in with my facebook password nor my facebook itself.",418212,418216.0,8
418520,Tue Oct 10 04:31:13 +0000 2017,214852,<USER> Useless.,,418518.0,8
420490,Tue Oct 10 07:01:53 +0000 2017,215217,<USER> No just albums.,420492,420489.0,8
429651,Tue Oct 10 14:39:51 +0000 2017,217182,<USER> I doubt it,429652,429650.0,8
906926,Tue Oct 10 16:19:38 +0000 2017,234707,<USER> I have no desire to listen to songs that are edited. Yet playlists are curated with edited versions.,,906924.0,8
442487,Tue Oct 10 17:51:12 +0000 2017,219902,"<USER> It's set up on Google Home. The app is also on my smartphone, but a rarely open it.",442485,442489.0,8
664574,Tue Oct 10 19:11:38 +0000 2017,278383,"<USER> New problem: How do you fix the random alphanumeric username you get assigned? The signup asks ""what should we call"" but it didn't use it.",664575,664573.0,8
1250609,Tue Oct 17 01:15:39 +0000 2017,413411,<USER> Failed again,1250610,1250608.0,8
1595740,Tue Oct 17 09:06:21 +0000 2017,490265,<USER> Should’ve indicated that during the paymet process to avoid confusion.,1595739,1595741.0,8
1604439,Tue Oct 17 09:53:24 +0000 2017,492236,<USER> You should do better than boiler plate answer. I can't change my country so I'm stuck with Danish artists in playlists.,"1604437,1604441,1604442",1604443.0,8
1643011,Tue Oct 17 14:20:26 +0000 2017,502200,<USER> I've been using my earphones the whole time & it's still only certain artists that don't play. can't rly check speakers atm (in a library),1643012,1643010.0,8
1715281,Tue Oct 17 18:26:48 +0000 2017,315352,"<USER> I’ve tried using Google Chrome (on phone and laptop), Safari (on my phone), and Internet Explorer (on my laptop). All with same result.",1715282,1715280.0,8
1830132,Tue Oct 17 19:11:49 +0000 2017,549202,<USER> I’ve been listening for 3 years excuse me pls,1830134,1830131.0,8
1839952,Tue Oct 17 21:24:26 +0000 2017,287348,<USER> still waiting.,,1839951.0,8
1752902,Tue Oct 17 21:29:42 +0000 2017,528046,<USER> majid jordan,1752904,1752901.0,8
1719051,Tue Oct 17 21:40:17 +0000 2017,520435,"<USER> It happens on WiFi, 4G and in Flight Mode.",1719052,1719050.0,8
1831341,Tue Oct 17 21:41:53 +0000 2017,549509,<USER> what's DM?,1831342,1831340.0,8
1752913,Tue Oct 17 21:59:00 +0000 2017,528047,"<USER> issue happens regardless of connection, another device on same network does not have the problem",1752922,1752909.0,8
1759301,Tue Oct 17 23:47:32 +0000 2017,528937,<USER> I have just tried it yet it still hasn’t worked,1759302,1759300.0,8
1134293,Tue Oct 24 08:51:21 +0000 2017,153116,"<USER> actually, which link?",1134296,1134292.0,8
1139903,Tue Oct 24 15:28:01 +0000 2017,388331,"<USER> Travelin' Soldier/Dixie Chicks, Longhaired Redneck, Would You Lay With Me (In a Field of Stone), & If That Ain't Country/David Allen Coe",,1139901.0,8
1196008,Tue Oct 24 22:55:35 +0000 2017,401024,<USER> DM?,1196007,1196009.0,8
1963230,Tue Oct 31 02:05:23 +0000 2017,582099,"<USER> I’ve even deleted the app and reinstalled it, and it still will not show up in the app or on my phone.",,1963228.0,8
1964577,Tue Oct 31 06:26:36 +0000 2017,582429,<USER> Samsung Galaxy S4.,1964581,1964576.0,8
2673238,Tue Oct 31 13:28:34 +0000 2017,752601,"<USER> Just mentioned that your service wanted me to input my credit card information after couple of months having student discount, no discount.",2673240,2673237.0,8
698860,Tue Oct 31 14:52:58 +0000 2017,286693,"<USER> Tried this, but still doesn't work. Still seeing the KFC ad but nothing is playing.",698858,698864.0,8
1978280,Tue Oct 31 17:27:11 +0000 2017,128896,<USER> I tagged as Chrome for Mac.,"1978278,1978282",1978283.0,8
1980122,Tue Oct 31 20:49:15 +0000 2017,406114,<USER> Along with the other 7k users that have actively gone to your community page and voted on this as a desired product/feature?,1980120,1980123.0,8
9364,Wed Nov 01 00:13:27 +0000 2017,117672,<USER> Done - but disappointed this post has been running since 2012 and nothing has been done about it. #GiveListenersTheChoice,"9366,9367",9363.0,8
1428690,Wed Nov 08 01:42:28 +0000 2017,451866,<USER> ITS BEEN OVER A YEAR AGO COME ON,1428689,1428691.0,8
1706433,Wed Nov 08 04:11:56 +0000 2017,517161,<USER> Also - suggested songs do not match what is on this playlist,"1706435,1706436",1706431.0,8
2086458,Wed Nov 08 06:29:23 +0000 2017,169498,<USER> Lol Few months back you had told me that you will launching real soon?,2086460,2086457.0,8
2110126,Wed Nov 08 16:24:45 +0000 2017,278542,"<USER> That works. I just miss the functionality to select ""shuffle"" when first opening a playlist, the way it used to be.",2110128,2110125.0,8
2141729,Wed Nov 08 22:31:10 +0000 2017,322492,<USER> I have this nice screen but the app I use the most doesn’t support the screen,2141728,2141730.0,8
2431674,Wed Nov 15 04:25:21 +0000 2017,697949,<USER> Samsung 55” 4K series 8,2431676,2431673.0,8
2487396,Wed Nov 15 16:44:04 +0000 2017,710428,<USER> Word Up Nigga 💯😈‼️,,2487395.0,8
2485954,Wed Nov 15 17:26:30 +0000 2017,710103,<USER> Haha! Tnx!,,2485953.0,8
2492543,Wed Nov 15 17:59:17 +0000 2017,190516,"<USER> I know, I just like to bother you guys everyday. I hope y’all are having a good day.",,2492542.0,8
2913812,Wed Nov 29 00:37:54 +0000 2017,806602,<USER> I have reinstalled but I am still getting very long ads,2913813,2913811.0,8
2916520,Wed Nov 29 03:09:30 +0000 2017,807262,"<USER> Yep all good, thank you",2916522,2916519.0,8
634014,Wed Nov 29 09:39:56 +0000 2017,270301,<USER> Still not fixed... do you guys even have a content team? Or is it just one guy in a room without internet?,634016,634013.0,8
2928692,Wed Nov 29 23:51:00 +0000 2017,810224,<USER> Still doesn’t work,2928693,2928691.0,8
187557,Wed Oct 04 09:44:00 +0000 2017,160022,<USER> reveal your identity 😫❤️,187559,187556.0,8
190047,Wed Oct 04 23:36:26 +0000 2017,160561,<USER> Yeah only when I click on share. Works totally fine otherwise.,190048,190046.0,8
206581,Wed Oct 04 23:49:50 +0000 2017,164930,<USER> Windows desktop,206580,206582.0,8
724357,Wed Oct 11 04:24:23 +0000 2017,293478,"<USER> Work PC, LAN connection. Router settings are out of my hands.",724358,724356.0,8
960088,Wed Oct 11 20:50:48 +0000 2017,347809,<USER> Saving albums is essentially just making an easily accessible list of them so why is there even a limit in the first place,960090,960087.0,8
1759303,Wed Oct 18 07:49:37 +0000 2017,528937,<USER> How long is this going to take,1759304,1759302.0,8
1848577,Wed Oct 18 19:50:16 +0000 2017,553534,<USER> I have just got it! ❤️,1848578,1848576.0,8
1366896,Wed Oct 18 23:26:35 +0000 2017,438202,<USER> I deleted the app read downloaded its shut down my phone and made a new account and it still is doing it,1366898,1366895.0,8
1187874,Wed Oct 25 00:00:03 +0000 2017,399331,<USER> Still plays the same songs over and over despite shuffle. My iPhone (and years ago my iPod) has a true random shuffle.,1187873,1187875.0,8
1214670,Wed Oct 25 16:53:35 +0000 2017,278411,<USER> Please DM me. I want to talk to someone,,1214669.0,8
806566,Wed Oct 25 16:54:34 +0000 2017,311994,<USER> Just tried that and still having the issue this morning,806567,806565.0,8
1243462,Wed Oct 25 23:22:53 +0000 2017,314960,<USER> I did.,,1243461.0,8
466043,Fri Dec 01 04:55:21 +0000 2017,225882,<USER> Legit it's the only reason why I think people use pandora instead of Spotify. Waking up to your favorite song would be amazing. There's a lot of opportunity here if you do it correctly.,466045,466042.0,9
877443,Fri Oct 13 17:17:15 +0000 2017,328296,"<USER> Nope, just stops my song, connects to webplayer and plays some random stuff. Despacito was the latest one ahaha",877444,877442.0,9
888597,Fri Oct 13 17:42:07 +0000 2017,330968,"<USER> Nope, still can't get the songs to play.","888599,888600",888596.0,9
1797782,Fri Oct 13 21:00:09 +0000 2017,540193,<USER> How long should it take? And why would one song out of an album have license issues but not the whole album?,1797781,1797783.0,9
867562,Fri Oct 20 17:55:15 +0000 2017,326007,"<USER> if it's helpful, i was able to get the songs to play on my amazon echo - but it still won't play through just the device though! <URL>",867560,867564.0,9
893397,Fri Oct 20 21:28:26 +0000 2017,332138,<USER> It’s a MacBook Pro - I click the song but it plays a different one,893399,893396.0,9
2027989,Mon Nov 06 21:05:43 +0000 2017,599706,"<USER> Not sure if you can see at the bottom but the same 15 second NY State Lottery ad seems to be cued up and won't play, like the site is stuck. <URL>",2027990,2027988.0,9
2426253,Mon Nov 27 18:18:14 +0000 2017,696713,"<USER> Whenever I play audio from another source while Spotify is playing I have to restart Spotify to have it play sound again. When it gets interrupted it doesn’t recognize that as a trigger to pause anymore. It’s fine if I pause first, then use another source and hit play again.",2426254,2426250.0,9
1265642,Mon Oct 16 05:57:57 +0000 2017,400362,"<USER> just tried logging out and back in and it didn’t fix it, but have safe booted/restarted and it fixes it for like one song haha",1265644,1265641.0,9
1069143,Mon Oct 23 16:19:05 +0000 2017,372300,"<USER> Two issues, basically: • The album and artist views should clearly indicate whether a song is streamed or sourced from a local file.",1069145,1069142.0,9
1544667,Sat Nov 04 05:32:31 +0000 2017,478438,<USER> You took Offset album away from me 😭,1544669,1544666.0,9
1115800,Sat Oct 14 09:20:52 +0000 2017,383291,"<USER> nop no diff, still ""This song is not available. If you have the file on your computer you can import it.""",1115801,1115799.0,9
925939,Sat Oct 21 16:31:40 +0000 2017,339708,"<USER> Occasionally it works but if I ""next"" the song the album stops","925942,925943",925938.0,9
564507,Sun Dec 03 00:07:21 +0000 2017,252231,<USER> Note 5 phone and nexus 7 tablet. Now the song is gone from my tablets playlist as well. Guess the song just got taken off?,564505,564509.0,9
559966,Sun Dec 03 15:51:25 +0000 2017,250949,"<USER> Mac OS High Sierra. No error message. Time on last played track is still counting. I can still navigate ok. When I click a track to play it shows up under 'recently played', but nothing happens. It's the same in Opera and Firefox.",,559965.0,9
1152028,Sun Oct 15 19:22:53 +0000 2017,391110,<USER> i linked spotify as a service on my sonos play:1,1162230,1152025.0,9
989808,Sun Oct 22 12:59:17 +0000 2017,354474,<USER> little bit disappointing for those who can’t pay with credit cards only with iTunes/google play cards.,989811,989807.0,9
969965,Sun Oct 22 16:51:49 +0000 2017,350185,<USER> and i have to restart the whole app then i press shuffle play it said you need premium to play the music,969967,969964.0,9
1940035,Sun Oct 29 21:47:58 +0000 2017,206716,<USER> Not really. I can see the files but your interface doesn’t let me view/play a specific local album. Right?,"1940036,1940037",1940034.0,9
2545842,Thu Nov 16 14:57:35 +0000 2017,723613,<USER> Songs off the album will play just not the one I selected so they're available it's almost like the system sees HYFR as there but what's available to press is differing from what the system sees so it doesn't play what you pressed rather the next song instead but idk really,,2545840.0,9
1017924,Thu Oct 12 14:29:56 +0000 2017,360841,"<USER> Hi JE yes I have tried all of this several times, also tried form different machines but the stuck ad's till there, play options greyed out.",1017922,1017928.0,9
1023303,Thu Oct 12 16:23:33 +0000 2017,362164,<USER> I was listening to my music and in the middle of a song it logged me out and now I can't log back in ~ I'm not getting any error messages,1023305,1023302.0,9
1730849,Tue Nov 07 12:38:11 +0000 2017,522995,<USER> i mean sometimes Spotify doesn’t update the song streams at the same time it usually does so i was worried something was happening,1730851,1730848.0,9
2853030,Tue Nov 28 13:32:38 +0000 2017,199354,<USER> I play Spotify through Spotify which located the Sonos,,2853028.0,9
2081625,Tue Oct 10 16:31:06 +0000 2017,615596,<USER> It was off. I checked when I caught it downloading song 18/45. I switched it on and back off again to see if it would help. It didn't.,,2081624.0,9
1295656,Tue Oct 17 17:02:30 +0000 2017,422853,<USER> I was . But now I also can't play the song . It's an Android,1295655,1295657.0,9
1167958,Tue Oct 24 18:00:58 +0000 2017,394723,"<USER> i can't search for artists, I can't play songs and everything takes AGES to load and whatever I'm trying to do doesn't work",1167957,1167959.0,9
850,Tue Oct 31 21:41:37 +0000 2017,115887,<USER> Premium & when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,848,852.0,9
48087,Tue Sep 26 09:06:29 +0000 2017,126752,"<USER> Tried that, totes doesn't work. When I play from mobile OR desktop, I can't drag the currently playing song...",48086,48088.0,9
2095054,Wed Nov 08 08:54:10 +0000 2017,618952,"<USER> Yesterday i’ve upgrade my acc, my playlist not completely exist. But in the folder written complete, if i opened my folder just only few song in my playlist, how is it ?",2095053,2095055.0,9
2964682,Wed Nov 29 23:43:51 +0000 2017,817967,"<USER> I'm not really getting any error messages, it just won't let me play anything <URL>",2964683,2964681.0,9
1659874,Wed Oct 18 00:41:16 +0000 2017,506389,"<USER> It didn’t work. It’s been removed from my local files for quite some time. The song is already on Spotify, I no longer need the local file.",1659875,1659873.0,9
1310266,Wed Oct 18 00:54:01 +0000 2017,426192,"<USER> Tried it, tried clearing the app data, tried uninstalling even tried factory resetting my phone even if I download or don't it doesn't play",1310264,1310268.0,9
494251,Fri Dec 01 17:35:12 +0000 2017,232854,"<USER> I'm using a Huawei p9 with Android 7.0, this is the version of the app (I've just realised I had missed an update so i just updated it, but it keeps doing it) <URL>",494253,494250.0,10
905652,Fri Oct 13 19:29:06 +0000 2017,335002,"<USER> I’m using windows 10 on a Lenovo laptop—again, some music is working, some isn’t. one band that isn’t is Maroon 5–singles specifically.",905654,905651.0,10
1353861,Fri Oct 27 19:13:45 +0000 2017,435719,<USER> Using a LAN connection.,1353862,1353860.0,10
327640,Sat Nov 25 04:16:19 +0000 2017,194110,<USER> What do you mean pricing varies by payment mode? Can I avail the 9 pesos for 3 months using BDO Debit Card or Gcash Mastercard?,327637,327642.0,10
2653021,Sun Nov 19 06:41:11 +0000 2017,748193,<USER> I’m using mifi. I have reset it but still.,2653020,2653022.0,10
1435931,Thu Nov 02 14:24:56 +0000 2017,453360,"<USER> Using OSX El Capitan 10.11. Chrome 52.0. It's a multi-user computer, so sadly I don't have administrator rights. That will probably limit me",1435933,1435930.0,10
780942,Thu Oct 12 06:26:11 +0000 2017,149953,<USER> I'm using Spotify 8.4.22.857 on a Nexus 6p running Android 8.0.0,780944,780941.0,10
2083296,Tue Oct 10 21:56:53 +0000 2017,290653,<USER> I am using a desktop. What do you mean with using an incognito window? Thx,,713507.0,10
1652626,Tue Oct 17 14:32:30 +0000 2017,504566,"<USER> I'm using a 2017 Samsung A5, running Android 7.0, with Spotify 8.4.23.784 armV7",1652628,1652625.0,10
1747557,Wed Nov 08 12:11:44 +0000 2017,526811,<USER> I️ was using Firefox,1747559,1747556.0,10
2110176,Wed Nov 08 21:56:08 +0000 2017,622519,"<USER> I'm using Asus Zenfone 5, it's Android 4.3 (?) and my current Spotify version is 8.4.26.770 x86. Id the problem where I choose to storage the downloads? But I can't seem to change it (where I want to storage it).",2110178,2110175.0,10
